Product Name,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Quantity Sold (liters/kg),Price per Unit (sold),Quantity in Stock (liters/kg),Year,Month,Day,DayOfWeek,Quarter,Days_to_Sell,Days_to_Expire,Expire,Sales_Velocity,Quantity_Abble_Sell_Before_Expire,Quantity_Lost,Stock_Efficiency,Value_Lost,Revenue_Before_Losses
Buttermilk,682.38,46.2,31525.956,8,313,57.75,369,2022,4,25,0,2,8,0,1,39.125,0.0,369.0,0.458688707171957,17047.8,3615.149999999999
Yogurt,411.03,93.52,38439.52559999999,25,390,116.89999999999999,21,2020,2,19,2,1,25,0,1,15.6,0.0,21.0,0.9488358513977082,1963.9199999999998,9118.199999999999
Buttermilk,254.54,19.42,4943.1668,13,246,24.275000000000002,8,2020,7,1,2,3,13,0,1,18.923076923076923,0.0,8.0,0.9664492810560227,155.36,1194.3300000000002
Yogurt,29.3,68.07,1994.451,23,16,85.08749999999999,13,2021,5,5,2,2,23,0,1,0.6956521739130435,0.0,13.0,0.5460750853242321,884.9099999999999,272.28
Butter,695.82,99.94,69540.25080000001,25,626,124.925,69,2020,10,9,4,4,25,0,1,25.04,0.0,69.0,0.8996579575177488,6895.86,15640.609999999999
Curd,405.43,42.98,17425.3814,7,57,53.724999999999994,348,2021,12,24,4,4,7,0,1,8.142857142857142,0.0,348.0,0.14059147078410575,14957.039999999999,612.4649999999998
Butter,197.38,66.26,13078.3988,26,135,82.825,62,2019,8,25,6,3,25,1,0,5.4,5.4,56.6,0.7113182693281994,3750.3160000000003,2236.2749999999996
Paneer,225.59,34.93,7879.8587,12,201,43.6625,24,2020,1,16,3,1,12,0,1,16.75,0.0,24.0,0.8909969413537834,838.3199999999999,1755.2325000000003
Ice Cream,561.73,73.83,41472.5259,24,473,92.2875,88,2021,4,5,0,2,19,5,0,24.894736842105264,124.47368421052632,0.0,1.0636314318454174,0.0,8730.397499999997
Butter,501.16,24.45,12253.362,27,290,30.5625,211,2022,5,29,6,2,27,0,1,10.74074074074074,0.0,211.0,0.5786575145662064,5158.95,1772.6250000000002
Ice Cream,677.43,23.34,15811.2162,22,206,29.175,471,2019,4,16,1,2,22,0,1,9.363636363636363,0.0,471.0,0.30409045953087405,10993.14,1202.0100000000002
Ice Cream,641.05,77.61,49751.8905,29,169,97.0125,472,2019,7,25,3,3,15,14,0,11.266666666666667,157.73333333333335,314.26666666666665,0.5096846319839846,24390.235999999997,3279.0225000000005
Cheese,517.99,35.25,18259.1475,82,91,44.0625,426,2021,4,28,2,2,28,54,0,3.25,175.5,250.5,0.5144886966929864,8830.125,801.9375
Ghee,114.7,35.37,4056.939,106,27,44.2125,87,2022,3,26,5,1,32,74,0,0.84375,62.4375,24.5625,0.7797515257192676,868.775625,238.74750000000003
Butter,944.63,60.76,57395.7188,36,264,75.95,680,2021,2,23,1,1,36,0,1,7.333333333333333,0.0,680.0,0.2794745032446566,41316.799999999996,4010.160000000001
Lassi,911.88,19.82,18073.4616,13,718,24.775,193,2022,6,8,2,2,13,0,1,55.23076923076923,0.0,193.0,0.7873843049524061,3825.26,3557.6899999999987
Paneer,241.4,89.6,21629.44,14,216,112.0,25,2022,1,30,6,1,14,0,1,15.428571428571429,0.0,25.0,0.8947804473902237,2240.0,4838.4000000000015
Curd,228.65,58.93,13474.3445,6,224,73.6625,4,2021,11,14,6,4,6,0,1,37.333333333333336,0.0,4.0,0.9796632407609884,235.72,3300.079999999999
Paneer,472.75,91.36,43190.44,11,245,114.2,227,2019,10,25,4,4,11,0,1,22.272727272727273,0.0,227.0,0.518244315177155,20738.72,5595.800000000001
Paneer,546.57,56.27,30755.493900000005,13,421,70.3375,125,2020,5,24,6,2,13,0,1,32.38461538461539,0.0,125.0,0.770258155405529,7033.75,5922.417500000001
Paneer,362.18,62.39,22596.4102,9,167,77.9875,195,2022,1,14,4,1,9,0,1,18.555555555555557,0.0,195.0,0.46109669225247113,12166.05,2604.7824999999993
Milk,325.32,13.03,4238.919599999999,2,42,16.287499999999998,283,2021,10,12,1,4,2,0,1,21.0,0.0,283.0,0.12910365178900776,3687.49,136.81499999999994
Buttermilk,863.69,60.21,52002.7749,12,653,75.2625,210,2019,6,14,4,2,12,0,1,54.416666666666664,0.0,210.0,0.7560583079577162,12644.1,9829.282500000001
Cheese,851.91,73.89,62947.6299,74,466,92.3625,385,2022,1,23,6,1,35,39,0,13.314285714285715,519.2571428571429,0.0,1.156527265623297,0.0,8608.184999999998
Milk,171.51,46.7,8009.517,27,78,58.375,93,2021,7,15,3,3,12,15,0,6.5,97.5,0.0,1.0232639496239286,0.0,910.6499999999997
Yogurt,668.32,88.11,58885.675200000005,21,105,110.1375,563,2020,7,11,5,3,21,0,1,5.0,0.0,563.0,0.15711036629159683,49605.93,2312.8875000000003
Ghee,528.65,81.97,43333.4405,69,144,102.4625,384,2019,1,20,6,1,42,27,0,3.4285714285714284,92.57142857142857,291.42857142857144,0.4475010471416411,23888.4,2950.920000000001
Yogurt,507.59,11.96,6070.7764,26,358,14.950000000000001,149,2019,8,11,6,3,11,15,0,32.54545454545455,488.1818181818182,0.0,1.6670577004704945,0.0,1070.42
Yogurt,73.97,66.25,4900.5125,25,22,82.8125,51,2022,4,22,4,2,25,0,1,0.88,0.0,51.0,0.297417872110315,3378.75,364.375
Milk,658.25,48.08,31648.66,29,520,60.099999999999994,138,2020,7,11,5,3,29,0,1,17.93103448275862,0.0,138.0,0.7899734143562476,6635.04,6250.399999999998
Buttermilk,503.61,69.3,34900.173,12,82,86.625,421,2021,2,5,4,1,12,0,1,6.833333333333333,0.0,421.0,0.1628244077758583,29175.3,1420.6500000000003
Curd,862.81,42.99,37092.2019,5,231,53.737500000000004,631,2021,5,1,5,2,5,0,1,46.2,0.0,631.0,0.2677298594128487,27126.690000000002,2482.6725000000006
Butter,266.12,17.92,4768.870400000001,32,225,22.400000000000002,41,2022,8,20,5,3,32,0,1,7.03125,0.0,41.0,0.8454832406433188,734.72,1008.0000000000001
Yogurt,221.9,60.08,13331.752,25,148,75.1,73,2019,10,11,4,4,11,14,0,13.454545454545455,188.36363636363637,0.0,1.5158343234053013,0.0,2222.9599999999996
Ghee,807.59,31.05,25075.6695,139,26,38.8125,781,2019,12,28,5,4,23,116,0,1.1304347826086956,131.1304347826087,649.8695652173913,0.19456708822869115,20178.45,201.825
Paneer,336.47,89.66,30167.9002,10,231,112.07499999999999,105,2022,7,3,6,3,8,2,0,28.875,57.75,47.25,0.8581745772282818,4236.4349999999995,5177.864999999998
Butter,462.49,66.49,30750.9601,38,110,83.1125,352,2021,1,3,6,1,36,2,0,3.0555555555555554,6.111111111111111,345.8888888888889,0.25105647929925207,22998.152222222223,1828.4750000000004
Ghee,109.52,13.6,1489.472,116,42,17.0,67,2021,9,3,4,3,18,98,0,2.3333333333333335,228.66666666666669,0.0,2.4713903092281475,0.0,142.8
Ghee,34.5,98.76,3407.2200000000003,146,18,123.45,16,2019,10,23,2,4,27,119,0,0.6666666666666666,79.33333333333333,0.0,2.8212560386473426,0.0,444.41999999999996
Milk,50.66,40.37,2045.1442,28,26,50.4625,24,2019,9,17,1,3,28,0,1,0.9285714285714286,0.0,24.0,0.5132254243979472,968.8799999999999,262.40500000000003
Butter,793.06,35.92,28486.7152,40,645,44.900000000000006,148,2021,7,1,3,3,36,4,0,17.916666666666668,71.66666666666667,76.33333333333333,0.903672693953379,2741.8933333333334,5792.100000000002
Yogurt,810.43,54.72,44346.7296,24,82,68.4,728,2020,3,13,4,1,24,0,1,3.4166666666666665,0.0,728.0,0.10118085460804759,39836.159999999996,1121.7600000000007
Yogurt,507.81,49.69,25233.0789,29,385,62.1125,122,2020,3,28,5,1,14,15,0,27.5,412.5,0.0,1.57046927000256,0.0,4782.662499999999
Paneer,831.69,94.5,78594.705,12,188,118.125,643,2021,3,2,1,1,12,0,1,15.666666666666666,0.0,643.0,0.22604576224314346,60763.5,4441.5
Ice Cream,727.64,14.41,10485.2924,25,632,18.0125,95,2021,8,4,2,3,25,0,1,25.28,0.0,95.0,0.8685613765048651,1368.95,2276.7799999999993
Paneer,549.06,55.63,30544.2078,13,502,69.53750000000001,47,2019,4,18,3,2,13,0,1,38.61538461538461,0.0,47.0,0.9142898772447456,2614.61,6981.565000000003
Ghee,779.75,87.66,68352.885,65,200,109.57499999999999,579,2021,1,28,3,1,9,56,0,22.22222222222222,1244.4444444444443,0.0,1.8524455844109577,0.0,4382.999999999998
Cheese,522.79,30.55,15971.2345,89,444,38.1875,78,2019,8,12,0,3,48,41,0,9.25,379.25,0.0,1.5747240765890702,0.0,3391.0499999999997
Ghee,729.25,20.89,15234.0325,77,364,26.1125,365,2022,1,14,4,1,39,38,0,9.333333333333334,354.6666666666667,10.333333333333314,0.9854873728716719,215.86333333333295,1900.99
Butter,288.99,99.71,28815.1929,34,215,124.63749999999999,73,2021,5,27,3,2,34,0,1,6.323529411764706,0.0,73.0,0.7439703795979099,7278.83,5359.4124999999985
Buttermilk,201.09,36.7,7380.003000000001,11,94,45.875,107,2022,8,26,4,3,11,0,1,8.545454545454545,0.0,107.0,0.46745238450445076,3926.9,862.4499999999997
Cheese,964.92,37.08,35779.2336,45,872,46.349999999999994,92,2019,6,8,5,2,13,32,0,67.07692307692308,2146.4615384615386,0.0,3.1281987506337714,0.0,8083.439999999997
Yogurt,520.57,31.5,16397.955,28,476,39.375,44,2021,8,6,4,3,28,0,1,17.0,0.0,44.0,0.9143823116967938,1386.0,3748.5
Butter,965.9,76.81,74190.779,38,773,96.0125,192,2019,1,6,6,1,38,0,1,20.342105263157894,0.0,192.0,0.8002898850812714,14747.52,14843.532500000001
Ice Cream,609.29,55.09,33565.7861,23,578,68.86250000000001,31,2022,1,17,0,1,9,14,0,64.22222222222223,899.1111111111112,0.0,2.4243153688902024,0.0,7960.505000000005
Butter,701.54,95.85,67242.609,29,641,119.8125,60,2021,12,1,2,4,29,0,1,22.103448275862068,0.0,60.0,0.9137041366137355,5751.0,15359.962500000003
Ice Cream,183.92,97.82,17991.054399999997,24,166,122.27499999999999,17,2019,4,12,4,2,24,0,1,6.916666666666667,0.0,17.0,0.9025663331883428,1662.9399999999998,4059.5299999999997
Ice Cream,339.45,32.49,11028.7305,21,84,40.612500000000004,255,2020,6,10,2,2,21,0,1,4.0,0.0,255.0,0.24745912505523643,8284.95,682.2900000000002
Curd,504.07,90.23,45482.2361,7,451,112.78750000000001,53,2022,2,13,6,1,7,0,1,64.42857142857143,0.0,53.0,0.8947170035907711,4782.1900000000005,10173.432500000003
Yogurt,173.03,32.27,5583.678100000001,30,131,40.337500000000006,42,2021,11,28,6,4,19,11,0,6.894736842105263,75.84210526315789,0.0,1.1954118087219436,0.0,1056.8425000000004
Butter,356.09,77.98,27767.8982,33,93,97.47500000000001,263,2022,9,17,5,3,4,29,0,23.25,674.25,0.0,2.1546519138420064,0.0,1813.0350000000003
Paneer,289.39,34.11,9871.0929,12,77,42.6375,212,2021,2,22,0,1,12,0,1,6.416666666666667,0.0,212.0,0.266076920418812,7231.32,656.6175000000003
Ghee,93.38,50.72,4736.2336,99,13,63.4,80,2020,7,3,4,3,44,55,0,0.29545454545454547,16.25,63.75,0.31323623902334546,3233.4,164.84
Cheese,61.85,84.39,5219.5215,73,15,105.4875,46,2020,8,13,3,3,58,15,0,0.25862068965517243,3.8793103448275863,42.12068965517241,0.30524349789535304,3554.565,316.4625
Cheese,870.62,95.11,82804.6682,53,589,118.8875,281,2022,7,24,6,3,53,0,1,11.11320754716981,0.0,281.0,0.6765293698743424,26725.91,14004.947500000002
Ghee,697.67,28.79,20085.9193,83,186,35.9875,511,2020,6,27,5,2,57,26,0,3.263157894736842,84.84210526315789,426.1578947368421,0.3882094762038756,12269.085789473684,1338.7349999999997
Paneer,124.82,67.53,8429.0946,14,101,84.4125,23,2021,3,23,1,1,14,0,1,7.214285714285714,0.0,23.0,0.8091651978849543,1553.19,1705.1324999999993
Lassi,980.84,31.06,30464.8904,14,269,38.824999999999996,711,2020,2,28,4,1,5,9,0,53.8,484.2,226.8,0.7679132172423636,7044.408,2088.7849999999994
Yogurt,648.88,30.66,19894.6608,25,105,38.325,543,2022,2,4,4,1,16,9,0,6.5625,59.0625,483.9375,0.2528395080754531,14837.52375,804.8250000000003
Buttermilk,362.51,95.74,34706.7074,7,293,119.675,69,2022,10,9,6,4,7,0,1,41.857142857142854,0.0,69.0,0.808253565418885,6606.0599999999995,7012.955000000001
Butter,695.34,20.01,13913.7534,31,86,25.012500000000003,609,2022,10,29,5,4,31,0,1,2.774193548387097,0.0,609.0,0.12368050162510426,12186.09,430.2150000000001
Paneer,112.56,94.62,10650.4272,14,63,118.275,49,2021,9,13,0,3,5,9,0,12.6,113.39999999999999,0.0,1.5671641791044777,0.0,1490.265
Ice Cream,621.72,46.39,28841.5908,22,136,57.9875,485,2019,7,7,6,3,22,0,1,6.181818181818182,0.0,485.0,0.2187479894486264,22499.15,1577.2599999999995
Paneer,371.6,39.71,14756.236,10,165,49.6375,206,2020,7,31,4,3,10,0,1,16.5,0.0,206.0,0.4440258342303552,8180.26,1638.0375000000004
Butter,269.49,99.52,26819.6448,36,73,124.39999999999999,196,2022,10,16,6,4,20,16,0,3.65,58.4,137.6,0.48758766559055994,13693.952,1816.2399999999998
Ghee,449.28,57.8,25968.384,125,8,72.25,441,2020,11,4,2,4,54,71,0,0.14814814814814814,10.518518518518517,430.48148148148147,0.041218212514508815,24881.82962962963,115.60000000000002
Paneer,248.69,87.32,21715.6108,13,36,109.14999999999999,212,2019,12,17,1,4,13,0,1,2.769230769230769,0.0,212.0,0.14475853472194297,18511.84,785.8799999999999
Cheese,724.92,40.48,29344.761599999994,46,695,50.599999999999994,29,2020,9,13,6,3,12,34,0,57.916666666666664,1969.1666666666665,0.0,3.6751181739594254,0.0,7033.399999999998
Paneer,241.09,44.67,10769.4903,10,83,55.837500000000006,158,2022,1,14,4,1,10,0,1,8.3,0.0,158.0,0.3442697747729064,7057.860000000001,926.9025000000004
Ice Cream,653.12,60.52,39526.822400000005,23,148,75.65,505,2022,6,19,6,2,23,0,1,6.434782608695652,0.0,505.0,0.2266046055854973,30562.600000000002,2239.2400000000002
Curd,213.49,12.06,2574.6894,5,185,15.075000000000001,28,2019,8,31,5,3,5,0,1,37.0,0.0,28.0,0.8665511265164645,337.68,557.7750000000001
Buttermilk,102.05,52.36,5343.338,14,16,65.45,86,2019,12,12,3,4,14,0,1,1.1428571428571428,0.0,86.0,0.1567858892699657,4502.96,209.44000000000005
Buttermilk,844.65,88.8,75004.92,11,446,111.0,398,2021,3,27,5,1,11,0,1,40.54545454545455,0.0,398.0,0.5280293612739004,35342.4,9901.2
Paneer,480.87,70.3,33805.161,9,292,87.875,188,2019,1,17,3,1,9,0,1,32.44444444444444,0.0,188.0,0.6072327240210452,13216.4,5131.900000000001
Lassi,741.04,74.75,55392.74,15,366,93.4375,375,2019,4,10,2,2,15,0,1,24.4,0.0,375.0,0.4939004642124582,28031.25,6839.625
Lassi,527.39,59.85,31564.2915,18,469,74.8125,58,2022,5,20,4,2,18,0,1,26.055555555555557,0.0,58.0,0.8892849693775006,3471.3,7017.412499999999
Milk,388.54,94.33,36650.9782,25,315,117.9125,73,2021,1,4,0,1,25,0,1,12.6,0.0,73.0,0.810727338240593,6886.09,7428.487499999998
Butter,111.42,85.58,9535.3236,31,82,106.975,29,2022,3,11,4,1,22,9,0,3.727272727272727,33.54545454545455,0.0,1.0370261581893245,0.0,1754.3899999999996
Milk,97.27,92.4,8987.748,26,5,115.5,92,2021,11,3,2,4,26,0,1,0.19230769230769232,0.0,92.0,0.05140331037318804,8500.800000000001,115.49999999999997
Butter,567.25,10.78,6114.955,28,516,13.475,51,2020,6,12,4,2,28,0,1,18.428571428571427,0.0,51.0,0.9096518289995593,549.78,1390.6200000000001
Cheese,168.93,72.1,12179.853,64,166,90.125,2,2021,7,15,3,3,56,8,0,2.9642857142857144,23.714285714285715,0.0,1.1230349003391091,0.0,2992.150000000001
Cheese,779.44,64.68,50414.179200000006,56,26,80.85000000000001,753,2021,6,18,4,2,49,7,0,0.5306122448979592,3.7142857142857144,749.2857142857143,0.03812260817290069,48463.80000000001,420.4200000000001
Buttermilk,524.67,78.41,41139.37469999999,12,123,98.01249999999999,401,2019,9,7,5,3,12,0,1,10.25,0.0,401.0,0.23443307221682202,31442.41,2411.107499999999
Yogurt,475.72,78.56,37372.5632,22,417,98.2,58,2019,8,5,0,3,20,2,0,20.85,41.7,16.299999999999997,0.9642226519801564,1280.5279999999998,8189.88
Butter,222.77,64.34,14333.021800000002,37,55,80.42500000000001,167,2021,7,8,3,3,4,33,0,13.75,453.75,0.0,2.2837455671769087,0.0,884.6750000000004
Cheese,920.29,70.07,64484.72029999999,88,283,87.58749999999999,637,2020,7,9,3,3,33,55,0,8.575757575757576,471.6666666666667,165.33333333333331,0.8200313669241943,11584.906666666664,4957.452499999999
Curd,434.87,60.2,26179.174000000003,7,217,75.25,217,2022,3,16,2,1,7,0,1,31.0,0.0,217.0,0.4989997010600869,13063.400000000001,3265.8499999999995
Butter,598.28,64.39,38523.2492,32,506,80.4875,92,2021,1,14,3,1,26,6,0,19.46153846153846,116.76923076923076,0.0,1.0409327250939873,0.0,8145.334999999998
Lassi,899.42,15.86,14264.801199999998,14,425,19.825,474,2021,5,22,5,2,14,0,1,30.357142857142858,0.0,474.0,0.472526739454315,7517.639999999999,1685.125
Ghee,556.64,50.81,28282.8784,106,177,63.5125,379,2021,3,15,0,1,41,65,0,4.317073170731708,280.609756097561,98.39024390243901,0.8220928357602059,4999.208292682926,2248.3425
Ghee,271.36,73.17,19855.4112,85,73,91.4625,198,2021,9,3,4,3,38,47,0,1.9210526315789473,90.28947368421052,107.71052631578948,0.6017448175273088,7881.179210526317,1335.3525000000002
Milk,687.48,42.61,29293.5228,22,558,53.2625,129,2021,10,25,0,4,22,0,1,25.363636363636363,0.0,129.0,0.8116599755629255,5496.69,5944.095000000002
Lassi,680.44,36.63,24924.5172,18,566,45.7875,114,2020,10,3,5,4,18,0,1,31.444444444444443,0.0,114.0,0.8318147081300334,4175.820000000001,5183.1449999999995
Butter,369.85,63.65,23540.9525,40,283,79.5625,86,2022,3,28,0,1,40,0,1,7.075,0.0,86.0,0.7651750709747195,5473.9,4503.2375
Ice Cream,100.03,94.41,9443.8323,30,77,118.01249999999999,23,2020,5,28,3,2,24,6,0,3.2083333333333335,19.25,3.75,0.9622113365990203,354.03749999999997,1817.3924999999995
Lassi,147.0,25.54,3754.38,13,10,31.924999999999997,137,2019,2,26,1,1,11,2,0,0.9090909090909091,1.8181818181818181,135.1818181818182,0.08039579468150897,3452.5436363636363,63.84999999999998
Ice Cream,397.36,15.4,6119.344,29,388,19.25,9,2020,10,11,6,4,6,23,0,64.66666666666667,1487.3333333333335,0.0,4.719481913965506,0.0,1493.8
Buttermilk,329.66,68.59,22611.3794,9,152,85.73750000000001,177,2019,8,2,4,3,9,0,1,16.88888888888889,0.0,177.0,0.46108111387490136,12140.43,2606.420000000001
Ghee,838.49,17.76,14891.5824,76,717,22.200000000000003,121,2022,8,10,2,3,17,59,0,42.1764705882353,2488.4117647058824,0.0,3.8228383936670474,0.0,3183.480000000001
Ice Cream,72.3,25.33,1831.359,27,20,31.662499999999998,52,2019,9,19,3,3,27,0,1,0.7407407407407407,0.0,52.0,0.2766251728907331,1317.1599999999999,126.64999999999999
Lassi,915.38,47.59,43562.9342,13,297,59.487500000000004,618,2021,2,21,6,1,13,0,1,22.846153846153847,0.0,618.0,0.32445541742227274,29410.620000000003,3533.5575000000003
Lassi,612.88,38.67,23700.069600000003,16,573,48.337500000000006,39,2021,2,1,0,1,16,0,1,35.8125,0.0,39.0,0.934930165774703,1508.13,5539.477500000003
Ice Cream,96.02,15.31,1470.0662,29,48,19.1375,48,2022,3,4,4,1,11,18,0,4.363636363636363,78.54545454545453,0.0,1.3179072541705326,0.0,183.71999999999994
Butter,500.66,90.4,45259.664,40,344,113.0,156,2019,8,2,4,3,28,12,0,12.285714285714286,147.42857142857144,8.571428571428555,0.9815614817012971,774.8571428571414,7774.399999999998
Butter,722.89,60.42,43677.0138,28,312,75.525,410,2019,1,6,6,1,28,0,1,11.142857142857142,0.0,410.0,0.43160093513535946,24772.2,4712.760000000001
Ghee,521.22,81.22,42333.4884,112,387,101.525,134,2019,1,24,3,1,30,82,0,12.9,1057.8,0.0,2.7719580983078163,0.0,7858.035000000003
Milk,411.82,90.18,37137.9276,30,353,112.72500000000001,58,2019,1,18,4,1,28,2,0,12.607142857142858,25.214285714285715,32.785714285714285,0.9183970805553051,2956.6157142857146,7958.385
Paneer,621.44,26.38,16393.5872,12,23,32.975,598,2022,12,11,6,4,12,0,1,1.9166666666666667,0.0,598.0,0.03701081359423275,15775.24,151.68500000000006
Buttermilk,117.03,33.4,3908.802,8,86,41.75,31,2019,1,16,2,1,8,0,1,10.75,0.0,31.0,0.7348543108604632,1035.3999999999999,718.1000000000001
Butter,407.37,38.06,15504.5022,40,258,47.575,149,2019,11,28,3,4,40,0,1,6.45,0.0,149.0,0.6333308785624862,5670.9400000000005,2454.8700000000003
Milk,569.38,66.12,37647.405600000006,1,1,82.65,568,2021,3,11,3,1,1,0,1,1.0,0.0,568.0,0.0017562963223155012,37556.16,16.53
Yogurt,301.07,16.11,4850.2377,26,226,20.1375,75,2019,7,4,3,3,26,0,1,8.692307692307692,0.0,75.0,0.7506559936227455,1208.25,910.2149999999999
Paneer,693.74,30.84,21394.9416,12,288,38.55,405,2022,7,22,4,3,12,0,1,24.0,0.0,405.0,0.41514111915126706,12490.2,2220.479999999999
Ice Cream,491.96,73.47,36144.3012,25,222,91.8375,269,2020,6,2,1,2,8,17,0,27.75,471.75,0.0,1.4101756240344745,0.0,4077.5850000000014
Ghee,769.7,47.84,36822.448,101,423,59.800000000000004,346,2020,6,8,0,2,31,70,0,13.64516129032258,955.1612903225806,0.0,1.7905174617676762,0.0,5059.08
Ghee,883.05,53.82,47525.751,104,534,67.275,349,2022,2,16,2,1,55,49,0,9.709090909090909,475.74545454545455,0.0,1.1434748366971912,0.0,7184.970000000003
Yogurt,730.59,90.32,65986.8888,27,220,112.89999999999999,510,2019,8,16,4,3,8,19,0,27.5,522.5,0.0,1.0163018929905967,0.0,4967.599999999999
Milk,967.46,39.35,38069.551,29,574,49.1875,393,2019,3,8,4,1,19,10,0,30.210526315789473,302.10526315789474,90.89473684210526,0.9055725954126214,3576.7078947368423,5646.724999999999
Buttermilk,438.0,55.27,24208.26,9,69,69.0875,369,2021,5,19,2,2,9,0,1,7.666666666666667,0.0,369.0,0.15753424657534246,20394.63,953.4075000000001
Butter,17.86,36.91,659.2126,25,16,46.137499999999996,1,2022,7,20,2,3,15,10,0,1.0666666666666667,10.666666666666666,0.0,1.4930944382232176,0.0,147.64
Butter,717.33,50.82,36454.710600000006,35,579,63.525,138,2022,9,22,3,3,16,19,0,36.1875,687.5625,0.0,1.76566224750115,0.0,7356.194999999999
Lassi,915.95,70.23,64327.16850000001,18,621,87.78750000000001,294,2022,10,13,3,4,12,6,0,51.75,310.5,0.0,1.0169769092199354,0.0,10903.207500000002
Ice Cream,189.67,10.68,2025.6756,26,104,13.35,85,2019,9,1,6,3,22,4,0,4.7272727272727275,18.90909090909091,66.0909090909091,0.6480154526761793,705.8509090909091,277.68
Paneer,459.37,20.99,9642.1763,14,266,26.237499999999997,193,2019,9,20,4,3,14,0,1,19.0,0.0,193.0,0.579053921675338,4051.0699999999997,1395.8349999999996
Ice Cream,465.69,67.14,31266.4266,29,205,83.925,260,2021,10,25,0,4,21,8,0,9.761904761904763,78.0952380952381,181.9047619047619,0.6079049111968007,12213.085714285713,3440.9249999999993
Ice Cream,468.49,15.38,7205.376200000001,30,369,19.225,99,2021,12,14,1,4,13,17,0,28.384615384615383,482.5384615384615,0.0,1.8176235598165629,0.0,1418.8050000000003
Butter,321.81,69.81,22465.5561,28,311,87.2625,10,2021,7,8,3,3,28,0,1,11.107142857142858,0.0,10.0,0.9664087505049563,698.1,5427.7275
Buttermilk,40.95,15.39,630.2205,13,40,19.2375,0,2020,11,26,3,4,13,0,0,3.076923076923077,0.0,0.0,0.9768009768009768,0.0,153.9
Buttermilk,741.2,58.22,43152.664,11,320,72.775,421,2022,2,22,1,1,11,0,1,29.09090909090909,0.0,421.0,0.43173232595790606,24510.62,4657.600000000002
Curd,531.02,16.23,8618.4546,5,168,20.2875,363,2022,6,16,3,2,5,0,1,33.6,0.0,363.0,0.3163722646981281,5891.49,681.6600000000002
Ice Cream,965.9,37.52,36240.568,22,217,46.900000000000006,748,2022,10,1,5,4,22,0,1,9.863636363636363,0.0,748.0,0.22466093798529868,28064.960000000003,2035.4600000000005
Ghee,539.18,16.38,8831.768399999999,72,35,20.474999999999998,504,2021,12,1,2,4,11,61,0,3.1818181818181817,194.0909090909091,309.9090909090909,0.4248876239677085,5076.310909090908,143.32499999999996
Milk,718.17,82.73,59414.2041,22,501,103.41250000000001,217,2020,8,15,5,3,22,0,1,22.772727272727273,0.0,217.0,0.6976064163081165,17952.41,10361.932500000003
Cheese,103.09,46.94,4839.0446,55,64,58.675,39,2019,10,18,4,4,25,30,0,2.56,76.8,0.0,1.365796876515666,0.0,751.04
Buttermilk,758.09,57.62,43681.1458,11,582,72.02499999999999,176,2020,2,23,6,1,11,0,1,52.90909090909091,0.0,176.0,0.7677188724293948,10141.119999999999,8383.709999999997
Buttermilk,656.71,30.12,19780.1052,7,480,37.65,176,2020,7,12,6,3,7,0,1,68.57142857142857,0.0,176.0,0.7309162339541045,5301.12,3614.3999999999987
Yogurt,636.24,49.86,31722.9264,30,76,62.325,560,2019,2,3,6,1,30,0,1,2.533333333333333,0.0,560.0,0.11945177920281655,27921.6,947.3400000000003
Ice Cream,565.6,24.6,13913.760000000002,29,300,30.75,265,2019,12,4,2,4,24,5,0,12.5,62.5,202.5,0.6409123055162659,4981.5,1844.9999999999995
Ghee,545.07,82.41,44919.218700000005,136,46,103.01249999999999,499,2021,12,12,6,4,14,122,0,3.2857142857142856,400.85714285714283,98.14285714285717,0.819816065564318,8087.952857142859,947.7149999999997
Butter,834.72,17.22,14373.8784,34,342,21.525,492,2019,12,8,6,4,34,0,1,10.058823529411764,0.0,492.0,0.409718228867165,8472.24,1472.31
Buttermilk,885.05,73.67,65201.6335,10,78,92.0875,807,2019,11,23,5,4,10,0,1,7.8,0.0,807.0,0.08813061408959946,59451.69,1436.5650000000003
Ice Cream,233.71,10.17,2376.8307,23,193,12.7125,40,2020,9,23,2,3,22,1,0,8.772727272727273,8.772727272727273,31.227272727272727,0.8633465717030819,317.5813636363636,490.7025000000001
Yogurt,300.03,59.48,17845.784399999997,25,295,74.35,5,2021,6,5,5,2,20,5,0,14.75,73.75,0.0,1.2290437622904378,0.0,4386.65
Milk,492.94,14.94,7364.523599999999,1,21,18.675,471,2021,1,25,0,1,1,0,1,21.0,0.0,471.0,0.04260153365521159,7036.74,78.43500000000003
Buttermilk,419.23,72.24,30285.1752,13,176,90.3,243,2022,5,20,4,2,13,0,1,13.538461538461538,0.0,243.0,0.4198172840684111,17554.32,3178.5600000000004
Ice Cream,868.47,87.65,76121.39550000001,22,476,109.5625,392,2021,5,21,4,2,22,0,1,21.636363636363637,0.0,392.0,0.5480903197577348,34358.8,10430.349999999997
Ice Cream,525.08,73.38,38530.3704,23,455,91.725,70,2022,3,6,6,1,7,16,0,65.0,1040.0,0.0,2.847185190828064,0.0,8346.975
Buttermilk,117.65,94.57,11126.1605,12,62,118.21249999999999,55,2022,7,7,3,3,12,0,1,5.166666666666667,0.0,55.0,0.5269868253293667,5201.349999999999,1465.8349999999998
